PID,B,L,H,Bx,Ly,ReF,MCODE1,MCODE2,MCODE3
560,0,0,0,52.21,3.15,0,0,0,0
561,0,0,0,52.37,4.14,0,0,0,0
562,0,0,0,52.41,4.45,0,0,0,0
563,0,0,0,52.64,16.44,0,0,0,0
564,0,0,0,52.53,17.43,0,0,0,0
565,0,0,0,52.27,18.4,0,0,0,0
566,0,0,0,51.86,19.31,0,0,0,0
567,0,0,0,51.35,20.17,0,0,0,0
568,0,0,0,50.74,20.96,0,0,0,0
569,0,0,0,50.07,21.7,0,0,0,0
570,0,0,0,49.33,22.38,0,0,0,0
571,0,0,0,48.55,23,0,0,0,0
572,0,0,0,47.72,23.57,0,0,0,0
573,0,0,0,46.86,24.07,0,0,0,0
574,0,0,0,46.15,24.4,0,0,0,0
575,0,0,0,26.08,25.5,0,0,0,0
576,0,0,0,25.08,25.56,0,0,0,0
577,0,0,0,24.09,25.63,0,0,0,0
578,0,0,0,23.09,25.73,0,0,0,0
579,0,0,0,22.1,25.85,0,0,0,0
580,0,0,0,21.11,25.98,0,0,0,0
581,0,0,0,20.12,26.12,0,0,0,0
582,0,0,0,19.13,26.28,0,0,0,0
583,0,0,0,18.14,26.45,0,0,0,0
584,0,0,0,17.16,26.62,0,0,0,0
585,0,0,0,16.18,26.81,0,0,0,0
586,0,0,0,15.2,27,0,0,0,0
587,0,0,0,14.22,27.2,0,0,0,0
588,0,0,0,13.24,27.41,0,0,0,0
589,0,0,0,12.26,27.63,0,0,0,0
590,0,0,0,11.29,27.85,0,0,0,0
591,0,0,0,10.31,28.07,0,0,0,0
592,0,0,0,9.34,28.3,0,0,0,0
593,0,0,0,8.37,28.54,0,0,0,0
594,0,0,0,7.4,28.79,0,0,0,0
595,0,0,0,6.64,28.98,0,0,0,0
596,0,0,0,211.84,-35.51,0,0,0,0
597,0,0,0,211.84,-35.51,0,0,0,0
598,0,0,0,25.84,-0.4,0,0,0,0
599,0,0,0,25.84,-0.4,0,0,0,0
600,0,0,0,57.95,26.26,0,0,0,0
601,0,0,0,57.06,4.03,0,0,0,0
602,0,0,0,56.9,3.05,0,0,0,0
603,0,0,0,56.65,2.08,0,0,0,0
604,0,0,0,56.33,1.13,0,0,0,0
605,0,0,0,55.92,0.22,0,0,0,0
606,0,0,0,55.44,-0.66,0,0,0,0
607,0,0,0,54.89,-1.49,0,0,0,0
608,0,0,0,54.27,-2.28,0,0,0,0
609,0,0,0,53.59,-3.01,0,0,0,0
610,0,0,0,52.84,-3.67,0,0,0,0
611,0,0,0,52.04,-4.27,0,0,0,0
612,0,0,0,51.18,-4.78,0,0,0,0
613,0,0,0,50.27,-5.2,0,0,0,0
614,0,0,0,49.32,-5.52,0,0,0,0
615,0,0,0,48.35,-5.74,0,0,0,0
616,0,0,0,47.35,-5.84,0,0,0,0
617,0,0,0,46.35,-5.83,0,0,0,0
618,0,0,0,45.53,-5.74,0,0,0,0
619,0,0,0,-38.06,-1.42,0,0,0,0
620,0,0,0,-39.06,-1.36,0,0,0,0
621,0,0,0,-40.05,-1.25,0,0,0,0
622,0,0,0,-41.04,-1.11,0,0,0,0
623,0,0,0,-42.03,-0.93,0,0,0,0
624,0,0,0,-43,-0.71,0,0,0,0
625,0,0,0,-43.96,-0.42,0,0,0,0
626,0,0,0,-44.9,-0.08,0,0,0,0
627,0,0,0,-45.81,0.33,0,0,0,0
628,0,0,0,-46.69,0.8,0,0,0,0
629,0,0,0,-47.54,1.34,0,0,0,0
630,0,0,0,-48.33,1.95,0,0,0,0
631,0,0,0,-49.08,2.61,0,0,0,0
632,0,0,0,-49.77,3.33,0,0,0,0
633,0,0,0,-50.41,4.11,0,0,0,0
634,0,0,0,-50.98,4.93,0,0,0,0
635,0,0,0,-51.48,5.79,0,0,0,0
636,0,0,0,-51.92,6.69,0,0,0,0
637,0,0,0,-52.29,7.62,0,0,0,0
638,0,0,0,-52.6,8.57,0,0,0,0
639,0,0,0,-52.84,9.54,0,0,0,0
640,0,0,0,-53.01,10.53,0,0,0,0
641,0,0,0,-53.11,11.52,0,0,0,0
642,0,0,0,-53.13,12.52,0,0,0,0
643,0,0,0,-53.08,13.52,0,0,0,0
644,0,0,0,-52.95,14.51,0,0,0,0
645,0,0,0,-52.74,15.41,0,0,0,0
646,0,0,0,-4.52,8.47,0,0,0,0
647,0,0,0,-4.6,7.48,0,0,0,0
648,0,0,0,-4.74,6.49,0,0,0,0
649,0,0,0,-5,5.53,0,0,0,0
650,0,0,0,-5.38,4.6,0,0,0,0
651,0,0,0,-5.89,3.74,0,0,0,0
652,0,0,0,-6.54,2.98,0,0,0,0
653,0,0,0,-7.3,2.34,0,0,0,0
654,0,0,0,-8.16,1.81,0,0,0,0
655,0,0,0,-9.08,1.43,0,0,0,0
656,0,0,0,-10.04,1.16,0,0,0,0
657,0,0,0,-11.03,1,0,0,0,0
658,0,0,0,-12.03,0.94,0,0,0,0
659,0,0,0,-13.03,0.96,0,0,0,0
660,0,0,0,-13.74,1.02,0,0,0,0
661,0,0,0,-36.35,1.83,0,0,0,0
662,0,0,0,-37.33,2,0,0,0,0
663,0,0,0,-38.3,2.25,0,0,0,0
664,0,0,0,-39.24,2.6,0,0,0,0
665,0,0,0,-40.14,3.03,0,0,0,0
666,0,0,0,-41,3.55,0,0,0,0
667,0,0,0,-41.8,4.15,0,0,0,0
668,0,0,0,-42.54,4.82,0,0,0,0
669,0,0,0,-43.22,5.55,0,0,0,0
670,0,0,0,-43.84,6.34,0,0,0,0
671,0,0,0,-44.39,7.17,0,0,0,0
672,0,0,0,-44.87,8.05,0,0,0,0
673,0,0,0,-45.29,8.96,0,0,0,0
674,0,0,0,-45.63,9.9,0,0,0,0
675,0,0,0,-45.9,10.86,0,0,0,0
676,0,0,0,-46.08,11.84,0,0,0,0
677,0,0,0,-46.16,12.84,0,0,0,0
678,0,0,0,-46.14,13.84,0,0,0,0
679,0,0,0,-45.98,14.83,0,0,0,0
680,0,0,0,-45.63,15.76,0,0,0,0
681,0,0,0,-45.55,15.93,0,0,0,0
682,0,0,0,-21.79,78.37,0,0,0,0
683,0,0,0,-21.28,79.2,0,0,0,0
684,0,0,0,-21.05,79.7,0,0,0,0
685,0,0,0,-20.29,80.35,0,0,0,0
686,0,0,0,-19.35,80.69,0,0,0,0
687,0,0,0,-18.35,80.81,0,0,0,0
688,0,0,0,-17.35,80.81,0,0,0,0
689,0,0,0,-16.78,80.79,0,0,0,0
690,0,0,0,-4.65,80.3,0,0,0,0
691,0,0,0,-3.65,80.32,0,0,0,0
692,0,0,0,-2.69,80.06,0,0,0,0
693,0,0,0,-1.87,79.49,0,0,0,0
694,0,0,0,-1.25,78.7,0,0,0,0
695,0,0,0,-0.88,77.77,0,0,0,0
696,0,0,0,-0.71,76.79,0,0,0,0
697,0,0,0,-0.69,75.79,0,0,0,0
698,0,0,0,-0.7,75.41,0,0,0,0
699,0,0,0,-3.42,24.09,0,0,0,0
700,0,0,0,-4.52,8.47,0,0,0,0
701,0,0,0,18.32,80.32,0,0,0,0
702,0,0,0,17.33,80.44,0,0,0,0
703,0,0,0,16.33,80.49,0,0,0,0
704,0,0,0,15.33,80.44,0,0,0,0
705,0,0,0,14.34,80.31,0,0,0,0
706,0,0,0,13.36,80.08,0,0,0,0
707,0,0,0,12.42,79.75,0,0,0,0
708,0,0,0,11.52,79.32,0,0,0,0
709,0,0,0,10.67,78.78,0,0,0,0
710,0,0,0,9.9,78.14,0,0,0,0
711,0,0,0,9.22,77.41,0,0,0,0
712,0,0,0,8.64,76.6,0,0,0,0
713,0,0,0,8.16,75.72,0,0,0,0
714,0,0,0,7.79,74.79,0,0,0,0
715,0,0,0,7.52,73.83,0,0,0,0
716,0,0,0,7.35,72.84,0,0,0,0
717,0,0,0,7.33,72.76,0,0,0,0
718,0,0,0,6.53,46.07,0,0,0,0
719,0,0,0,6.63,45.08,0,0,0,0
720,0,0,0,6.83,44.1,0,0,0,0
721,0,0,0,7.12,43.14,0,0,0,0
722,0,0,0,7.5,42.21,0,0,0,0
723,0,0,0,7.96,41.33,0,0,0,0
724,0,0,0,8.49,40.48,0,0,0,0
725,0,0,0,9.09,39.68,0,0,0,0
726,0,0,0,9.74,38.92,0,0,0,0
727,0,0,0,10.44,38.21,0,0,0,0
728,0,0,0,11.19,37.54,0,0,0,0
729,0,0,0,11.96,36.91,0,0,0,0
730,0,0,0,12.78,36.33,0,0,0,0
731,0,0,0,13.61,35.78,0,0,0,0
732,0,0,0,14.47,35.27,0,0,0,0
733,0,0,0,15.36,34.8,0,0,0,0
734,0,0,0,16.26,34.36,0,0,0,0
735,0,0,0,17.17,33.96,0,0,0,0
736,0,0,0,18.1,33.59,0,0,0,0
737,0,0,0,19.04,33.24,0,0,0,0
738,0,0,0,19.98,32.92,0,0,0,0
739,0,0,0,20.94,32.64,0,0,0,0
740,0,0,0,21.91,32.37,0,0,0,0
741,0,0,0,22.88,32.14,0,0,0,0
742,0,0,0,23.86,31.93,0,0,0,0
743,0,0,0,24.84,31.74,0,0,0,0
744,0,0,0,25.83,31.58,0,0,0,0
745,0,0,0,26.82,31.43,0,0,0,0
746,0,0,0,27.81,31.31,0,0,0,0
747,0,0,0,28.8,31.22,0,0,0,0
748,0,0,0,29.47,31.16,0,0,0,0
749,0,0,0,45.55,30.4,0,0,0,0
750,0,0,0,46.55,30.39,0,0,0,0
751,0,0,0,47.54,30.45,0,0,0,0
752,0,0,0,48.54,30.59,0,0,0,0
753,0,0,0,49.51,30.82,0,0,0,0
754,0,0,0,50.44,31.19,0,0,0,0
755,0,0,0,51.3,31.69,0,0,0,0
756,0,0,0,52.05,32.35,0,0,0,0
757,0,0,0,52.65,33.15,0,0,0,0
758,0,0,0,53.07,34.06,0,0,0,0
759,0,0,0,53.33,35.02,0,0,0,0
760,0,0,0,53.44,36.02,0,0,0,0
761,0,0,0,53.46,36.67,0,0,0,0
762,0,0,0,6.47,28.62,0,0,0,0
763,0,0,0,7.45,28.41,0,0,0,0
764,0,0,0,8.43,28.19,0,0,0,0
765,0,0,0,9.4,27.97,0,0,0,0
766,0,0,0,10.38,27.76,0,0,0,0
767,0,0,0,11.36,27.54,0,0,0,0
768,0,0,0,12.33,27.33,0,0,0,0
769,0,0,0,13.31,27.12,0,0,0,0
770,0,0,0,14.29,26.92,0,0,0,0
771,0,0,0,15.27,26.71,0,0,0,0
772,0,0,0,16.25,26.52,0,0,0,0
773,0,0,0,17.23,26.32,0,0,0,0
774,0,0,0,18.21,26.13,0,0,0,0
775,0,0,0,19.19,25.95,0,0,0,0
776,0,0,0,20.18,25.77,0,0,0,0
777,0,0,0,21.16,25.6,0,0,0,0
778,0,0,0,22.15,25.43,0,0,0,0
779,0,0,0,23.14,25.28,0,0,0,0
780,0,0,0,24.13,25.13,0,0,0,0
781,0,0,0,25.12,25,0,0,0,0
782,0,0,0,26.11,24.88,0,0,0,0
783,0,0,0,27.11,24.77,0,0,0,0
784,0,0,0,27.25,24.76,0,0,0,0
785,0,0,0,36.93,24.43,0,0,0,0
786,0,0,0,46.57,23.81,0,0,0,0
787,0,0,0,47.37,23.21,0,0,0,0
788,0,0,0,48.16,22.59,0,0,0,0
789,0,0,0,48.92,21.94,0,0,0,0
790,0,0,0,49.65,21.26,0,0,0,0
791,0,0,0,50.33,20.53,0,0,0,0
792,0,0,0,50.94,19.74,0,0,0,0
793,0,0,0,51.47,18.89,0,0,0,0
794,0,0,0,51.86,17.97,0,0,0,0
795,0,0,0,52.09,16.99,0,0,0,0
796,0,0,0,52.11,16.84,0,0,0,0
797,0,0,0,51.79,3.25,0,0,0,0
798,0,0,0,51.47,2.3,0,0,0,0
799,0,0,0,50.99,1.43,0,0,0,0
800,0,0,0,50.38,0.64,0,0,0,0
801,0,0,0,49.64,-0.04,0,0,0,0
802,0,0,0,48.81,-0.59,0,0,0,0
803,0,0,0,47.89,-1,0,0,0,0
804,0,0,0,47.2,-1.2,0,0,0,0
805,0,0,0,14.4,0.34,0,0,0,0
806,0,0,0,13.41,0.39,0,0,0,0
807,0,0,0,12.41,0.49,0,0,0,0
808,0,0,0,11.43,0.66,0,0,0,0
809,0,0,0,10.46,0.89,0,0,0,0
810,0,0,0,9.51,1.19,0,0,0,0
811,0,0,0,8.59,1.58,0,0,0,0
812,0,0,0,7.71,2.05,0,0,0,0
813,0,0,0,6.9,2.62,0,0,0,0
814,0,0,0,6.15,3.28,0,0,0,0
815,0,0,0,5.48,4.01,0,0,0,0
816,0,0,0,4.89,4.81,0,0,0,0
817,0,0,0,4.38,5.66,0,0,0,0
818,0,0,0,3.96,6.56,0,0,0,0
819,0,0,0,3.61,7.49,0,0,0,0
820,0,0,0,3.33,8.44,0,0,0,0
821,0,0,0,3.1,9.4,0,0,0,0
822,0,0,0,2.92,10.38,0,0,0,0
823,0,0,0,2.77,11.36,0,0,0,0
824,0,0,0,2.64,12.34,0,0,0,0
825,0,0,0,2.49,13.32,0,0,0,0
826,0,0,0,2.48,13.38,0,0,0,0
827,0,0,0,2.95,29.16,0,0,0,0
828,0,0,0,18.84,86.79,0,0,0,0
829,0,0,0,-22.18,87.12,0,0,0,0
830,0,0,-0.05,-23.18,87.1,0,0,0,0
831,0,0,-0.1,-24.15,86.89,0,0,0,0
832,0,0,-0.16,-25.06,86.48,0,0,0,0
833,0,0,-0.23,-25.88,85.91,0,0,0,0
834,0,0,-0.29,-26.62,85.24,0,0,0,0
835,0,0,-0.35,-27.26,84.47,0,0,0,0
836,0,0,-0.4,-27.84,83.66,0,0,0,0
837,0,0,-0.46,-28.33,82.79,0,0,0,0
838,0,0,-0.5,-28.78,81.89,0,0,0,0
839,0,0,-0.55,-29.16,80.97,0,0,0,0
840,0,0,-0.56,-29.24,80.76,0,0,0,0
841,0,0,0,-52.98,16.26,0,0,0,0
842,0,0,0,58.99,47.25,0,0,0,0
843,0,0,0,57.38,3.74,0,0,0,0
844,0,0,0,57.12,2.77,0,0,0,0
845,0,0,0,56.81,1.82,0,0,0,0
846,0,0,0,56.44,0.89,0,0,0,0
847,0,0,0,56.02,-0.02,0,0,0,0
848,0,0,0,55.55,-0.9,0,0,0,0
849,0,0,0,55,-1.74,0,0,0,0
850,0,0,0,54.4,-2.53,0,0,0,0
851,0,0,0,53.73,-3.28,0,0,0,0
852,0,0,0,52.99,-3.95,0,0,0,0
853,0,0,0,52.19,-4.54,0,0,0,0
854,0,0,0,51.33,-5.05,0,0,0,0
855,0,0,0,50.41,-5.46,0,0,0,0
856,0,0,0,49.46,-5.77,0,0,0,0
857,0,0,0,48.48,-5.98,0,0,0,0
858,0,0,0,47.49,-6.1,0,0,0,0
859,0,0,0,46.49,-6.12,0,0,0,0
860,0,0,0,45.52,-6.07,0,0,0,0
861,0,0,0,-38.14,-1.65,0,0,0,0
862,0,0,0,-39.14,-1.6,0,0,0,0
863,0,0,0,-40.13,-1.51,0,0,0,0
864,0,0,0,-41.12,-1.37,0,0,0,0
865,0,0,0,-42.1,-1.18,0,0,0,0
866,0,0,0,-43.07,-0.93,0,0,0,0
867,0,0,0,-44.03,-0.64,0,0,0,0
868,0,0,0,-44.96,-0.28,0,0,0,0
869,0,0,0,-45.88,0.13,0,0,0,0
870,0,0,0,-46.76,0.59,0,0,0,0
871,0,0,0,-47.66,1.04,0,0,0,0
872,0,0,0,-48.49,1.59,0,0,0,0
873,0,0,0,-49.26,2.23,0,0,0,0
874,0,0,0,-49.96,2.94,0,0,0,0
875,0,0,0,-50.6,3.7,0,0,0,0
876,0,0,0,-51.19,4.52,0,0,0,0
877,0,0,0,-51.71,5.37,0,0,0,0
878,0,0,0,-52.18,6.25,0,0,0,0
879,0,0,0,-52.59,7.16,0,0,0,0
880,0,0,0,-52.94,8.1,0,0,0,0
881,0,0,0,-53.24,9.06,0,0,0,0
882,0,0,0,-53.47,10.03,0,0,0,0
883,0,0,0,-53.63,11.02,0,0,0,0
884,0,0,0,-53.71,12.01,0,0,0,0
885,0,0,0,-53.72,13.01,0,0,0,0
886,0,0,0,-53.63,14.01,0,0,0,0
887,0,0,0,-53.46,14.99,0,0,0,0
888,0,0,0,-53.18,15.95,0,0,0,0
889,0,0,0,-53.04,16.32,0,0,0,0
890,0,0,0,-30.19,76.25,0,0,0,0
891,0,0,0,-23.87,73.88,0,0,0,0
892,0,0,0,-23.62,74.58,0,0,0,0
893,0,0,0,-29.89,77.12,0,0,0,0
894,0,0,0,-30.19,76.25,0,0,0,0
895,0,0,0,6.65,62.52,0,0,0,0
896,0,0,0,6.68,61.62,0,0,0,0
897,0,0,0,-0.87,61.98,0,0,0,0
898,0,0,0,-0.89,62.85,0,0,0,0
899,0,0,0,6.65,62.52,0,0,0,0
900,0,0,0,-3.53,17.09,0,0,0,0
901,0,0,0,2.31,16.69,0,0,0,0
902,0,0,0,2.19,17.34,0,0,0,0
903,0,0,0,-3.39,17.69,0,0,0,0
904,0,0,0,-3.53,17.09,0,0,0,0
905,0,0,0,-36.39,-1.59,0,0,0,0
906,0,0,0,-35.85,-1.6,0,0,0,0
907,0,0,0,-35.45,1.56,0,0,0,0
908,0,0,0,-36.04,1.55,0,0,0,0
909,0,0,0,-36.39,-1.59,0,0,0,0
910,0,0,0,-42.94,23.69,0,0,0,0
911,0,0,0,-42.66,24.47,0,0,0,0
912,0,0,0,-48.55,26.73,0,0,0,0
913,0,0,0,-48.82,25.93,0,0,0,0
914,0,0,0,-42.94,23.69,0,0,0,0
